Year	Month	Day	Hour	Ta(C)
2010	3	30	22	-7.06
2010	3	30	23	-7.815
2010	3	31	0	-8.2
2010	3	31	1	-8.265
2010	3	31	2	-8.285
2010	3	31	3	-8.53
2010	3	31	4	-8.73
2010	3	31	5	-8.88
2010	3	31	6	-8.885
2010	3	31	7	-9.055
2010	3	31	8	-8.845
2010	3	31	9	-8.2
2010	3	31	10	-7.905
2010	3	31	11	-7.515
2010	3	31	12	-7.08
2010	3	31	13	-6.65
2010	3	31	14	-6.555
2010	3	31	15	-6.665
2010	3	31	16	-6.52
2010	3	31	17	-6.28
2010	3	31	18	-6.62
2010	3	31	19	-6.71
2010	3	31	20	-7.205
2010	3	31	21	-7.365
2010	3	31	22	-7.365
2010	3	31	23	-7.44
2010	4	1	0	-7.62
2010	4	1	1	-8.39
2010	4	1	2	-8.195
2010	4	1	3	-8.165
2010	4	1	4	-8.31
2010	4	1	5	-8.92
2010	4	1	6	-9.005
2010	4	1	7	-9.055
2010	4	1	8	-9.215
2010	4	1	9	-9.085
2010	4	1	10	-8.57
2010	4	1	11	-9.04
2010	4	1	12	-8.235
2010	4	1	13	-7.8
2010	4	1	14	-7.98
2010	4	1	15	-7.225
2010	4	1	16	-8.065
2010	4	1	17	-8.745
2010	4	1	18	-9.015
2010	4	1	19	-9.02
2010	4	1	20	-9.625
2010	4	1	21	-10.045
2010	4	1	22	-10.36
2010	4	1	23	-10.45
2010	4	2	0	-10.715
2010	4	2	1	-10.75
2010	4	2	2	-10.715
2010	4	2	3	-10.7
2010	4	2	4	-10.655
2010	4	2	5	-10.61
2010	4	2	6	-10.405
2010	4	2	7	-10.145
2010	4	2	8	-9.87
2010	4	2	9	-9.42
2010	4	2	10	-8.325
2010	4	2	11	-5.205
2010	4	2	12	-5.02
2010	4	2	13	-4.48
2010	4	2	14	-6.76
2010	4	2	15	-5.62
2010	4	2	16	-5.585
2010	4	2	17	-6.205
2010	4	2	18	-6.94
2010	4	2	19	-7.835
2010	4	2	20	-7.94
2010	4	2	21	-8.09
2010	4	2	22	-7.94
2010	4	2	23	-7.615
2010	4	3	0	-6.935
2010	4	3	1	-5.935
2010	4	3	2	-5.79
2010	4	3	3	-5.68
2010	4	3	4	-6.095
2010	4	3	5	-8.01
2010	4	3	6	-8.69
2010	4	3	7	-9.99
2010	4	3	8	-10.83
2010	4	3	9	-10.95
2010	4	3	10	-10.85
2010	4	3	11	-9.79
2010	4	3	12	-9.6
2010	4	3	13	-9.85
2010	4	3	14	-9.055
2010	4	3	15	-9.255
2010	4	3	16	-9.29
2010	4	3	17	-8.62
2010	4	3	18	-8.81
2010	4	3	19	-9.78
2010	4	3	20	-10.6
2010	4	3	21	-11.21
2010	4	3	22	-11.48
2010	4	3	23	-10.945
2010	4	4	0	-10.7
2010	4	4	1	-11.28
2010	4	4	2	-10.86
2010	4	4	3	-10.69
2010	4	4	4	-11.195
2010	4	4	5	-11.195
2010	4	4	6	-11.695
2010	4	4	7	-13.46
2010	4	4	8	-10.81
2010	4	4	9	-6.935
2010	4	4	10	-6.015
2010	4	4	11	-6.475
2010	4	4	12	-6.26
2010	4	4	13	-4.59
2010	4	4	14	-3.035
2010	4	4	15	-2.32
2010	4	4	16	-3.17
2010	4	4	17	-4.245
2010	4	4	18	-4.365
2010	4	4	19	-5.465
2010	4	4	20	-6.135
2010	4	4	21	-6.335
2010	4	4	22	-6.205
2010	4	4	23	-6.215
2010	4	5	0	-6.13
2010	4	5	1	-5.245
2010	4	5	2	-5.135
2010	4	5	3	-5.505
2010	4	5	4	-5.625
2010	4	5	5	-5.845
2010	4	5	6	-5.78
2010	4	5	7	-5.335
2010	4	5	8	-3.95
2010	4	5	9	-2.49
2010	4	5	10	-0.73
2010	4	5	11	-2.5
2010	4	5	12	-3.055
2010	4	5	13	-0.355
2010	4	5	14	-0.365
2010	4	5	15	-0.745
2010	4	5	16	-0.91
2010	4	5	17	-2.64
2010	4	5	18	-2.97
2010	4	5	19	-3.505
2010	4	5	20	-3.89
2010	4	5	21	-4.085
2010	4	5	22	-6.895
2010	4	5	23	-8.925
2010	4	6	0	-9.645
2010	4	6	1	-9.98
2010	4	6	2	-10.105
2010	4	6	3	-10.065
2010	4	6	4	-9.935
2010	4	6	5	-9.815
2010	4	6	6	-9.83
2010	4	6	7	-9.87
2010	4	6	8	-9.85
2010	4	6	9	-9.74
2010	4	6	10	-9.645
2010	4	6	11	-9.45
2010	4	6	12	-9.075
2010	4	6	13	-8.765
2010	4	6	14	-8.24
2010	4	6	15	-8.18
2010	4	6	16	-8.385
2010	4	6	17	-8.195
2010	4	6	18	-7.975
2010	4	6	19	-8.21
2010	4	6	20	-8.44
2010	4	6	21	-8.83
2010	4	6	22	-9.145
2010	4	6	23	-9.155
2010	4	7	0	-9.125
2010	4	7	1	-9.895
2010	4	7	2	-10.23
2010	4	7	3	-10.445
2010	4	7	4	-10.845
2010	4	7	5	-11.335
2010	4	7	6	-10.965
2010	4	7	7	-11.675
2010	4	7	8	-9.18
2010	4	7	9	-6.79
2010	4	7	10	-4.975
2010	4	7	11	-4.705
2010	4	7	12	-3.55
2010	4	7	13	-3.615
2010	4	7	14	-3.14
2010	4	7	15	-3.005
2010	4	7	16	-2.515
2010	4	7	17	-3.595
2010	4	7	18	-3.735
2010	4	7	19	-4.665
2010	4	7	20	-5.67
2010	4	7	21	-6.795
2010	4	7	22	-6.89
2010	4	7	23	-7.755
2010	4	8	0	-8.02
2010	4	8	1	-7.385
2010	4	8	2	-6.44
2010	4	8	3	-6.77
2010	4	8	4	-7.455
2010	4	8	5	-6.77
2010	4	8	6	-6.86
2010	4	8	7	-6.625
2010	4	8	8	-4.015
2010	4	8	9	-1.565
2010	4	8	10	-0.56
2010	4	8	11	-0.285
2010	4	8	12	1.595
2010	4	8	13	0.555
2010	4	8	14	0.455
2010	4	8	15	1.545
2010	4	8	16	2.725
2010	4	8	17	2.705
2010	4	8	18	2.865
2010	4	8	19	1.92
2010	4	8	20	-0.115
2010	4	8	21	-1.07
2010	4	8	22	-2.19
2010	4	8	23	-3.26
2010	4	9	0	-4.245
2010	4	9	1	-4.215
2010	4	9	2	-4.515
2010	4	9	3	-4.475
2010	4	9	4	-4.89
2010	4	9	5	-5.46
2010	4	9	6	-6.375
2010	4	9	7	-6.37
2010	4	9	8	-6.125
2010	4	9	9	-5.89
2010	4	9	10	-5.385
2010	4	9	11	-3.58
2010	4	9	12	-2.73
2010	4	9	13	-1.935
2010	4	9	14	-2.52
2010	4	9	15	-2.98
2010	4	9	16	-2.715
2010	4	9	17	-2.525
2010	4	9	18	-2.95
2010	4	9	19	-3.83
2010	4	9	20	-5.325
2010	4	9	21	-6.51
2010	4	9	22	-7.745
2010	4	9	23	-9.14
2010	4	10	0	-9.645
2010	4	10	1	-9.865
2010	4	10	2	-9.88
2010	4	10	3	-8.01
2010	4	10	4	-7.44
2010	4	10	5	-6.765
2010	4	10	6	-7.04
2010	4	10	7	-6.38
2010	4	10	8	-5.385
2010	4	10	9	-4.77
2010	4	10	10	0.36
2010	4	10	11	3.11
2010	4	10	12	4.365
2010	4	10	13	3.385
2010	4	10	14	4.005
2010	4	10	15	4.225
2010	4	10	16	4.635
2010	4	10	17	5.38
2010	4	10	18	5.095
2010	4	10	19	2.435
2010	4	10	20	1.43
2010	4	10	21	1.035
2010	4	10	22	1.705
2010	4	10	23	1.71
2010	4	11	0	1.89
2010	4	11	1	1.64
2010	4	11	2	2.815
2010	4	11	3	2.57
2010	4	11	4	2.785
2010	4	11	5	2.65
2010	4	11	6	1.895
2010	4	11	7	1.735
2010	4	11	8	3.225
2010	4	11	9	5.935
2010	4	11	10	6.935
2010	4	11	11	7.095
2010	4	11	12	7.68
2010	4	11	13	8.165
2010	4	11	14	7.155
2010	4	11	15	7.69
2010	4	11	16	7.45
2010	4	11	17	6.77
2010	4	11	18	6.445
2010	4	11	19	5.945
2010	4	11	20	5.32
2010	4	11	21	4.755
2010	4	11	22	5.21
2010	4	11	23	4.34
2010	4	12	0	4.53
2010	4	12	1	4.41
2010	4	12	2	4.815
2010	4	12	3	4.68
2010	4	12	4	4
2010	4	12	5	2.24
2010	4	12	6	3.275
2010	4	12	7	3.465
2010	4	12	8	4.265
2010	4	12	9	5.75
2010	4	12	10	6.91
2010	4	12	11	7.81
2010	4	12	12	9.025
2010	4	12	13	8.56
2010	4	12	14	7.405
2010	4	12	15	4.63
2010	4	12	16	4.705
2010	4	12	17	2.125
2010	4	12	18	-0.435
2010	4	12	19	-1.72
2010	4	12	20	-2.56
2010	4	12	21	-3.195
2010	4	12	22	-3.585
2010	4	12	23	-4.075
2010	4	13	0	-4.65
2010	4	13	1	-4.77
2010	4	13	2	-4.855
2010	4	13	3	-5.16
2010	4	13	4	-5.765
2010	4	13	5	-5.915
2010	4	13	6	-5.89
2010	4	13	7	-6.145
2010	4	13	8	-5.995
2010	4	13	9	-6.03
2010	4	13	10	-5.695
2010	4	13	11	-4.76
2010	4	13	12	-4.15
2010	4	13	13	-4.105
2010	4	13	14	-3.6
2010	4	13	15	-3.55
2010	4	13	16	-3.695
2010	4	13	17	-4
2010	4	13	18	-4.46
2010	4	13	19	-4.53
2010	4	13	20	-4.96
2010	4	13	21	-4.765
2010	4	13	22	-4.86
2010	4	13	23	-5.43
2010	4	14	0	-5.925
2010	4	14	1	-6.025
2010	4	14	2	-6.095
2010	4	14	3	-6.06
2010	4	14	4	-5.91
2010	4	14	5	-6.225
2010	4	14	6	-6.97
2010	4	14	7	-7.6
2010	4	14	8	-3.165
2010	4	14	9	-0.15
2010	4	14	10	0.325
2010	4	14	11	0.79
2010	4	14	12	2.1
2010	4	14	13	4.065
2010	4	14	14	4.795
2010	4	14	15	4.855
2010	4	14	16	5.45
2010	4	14	17	5.47
2010	4	14	18	4.83
2010	4	14	19	3.335
2010	4	14	20	-1.09
2010	4	14	21	-2.815
2010	4	14	22	-2.915
2010	4	14	23	-2.46
2010	4	15	0	-2.57
2010	4	15	1	-3.445
2010	4	15	2	-2.275
2010	4	15	3	-1.745
2010	4	15	4	-1.155
2010	4	15	5	-0.31
2010	4	15	6	-0.275
2010	4	15	7	-0.315
2010	4	15	8	2.015
2010	4	15	9	4.9
2010	4	15	10	6.64
2010	4	15	11	6.41
2010	4	15	12	6.53
2010	4	15	13	7.015
2010	4	15	14	8.865
2010	4	15	15	9.46
2010	4	15	16	9.91
2010	4	15	17	9.39
2010	4	15	18	8.215
2010	4	15	19	7.085
2010	4	15	20	2.835
2010	4	15	21	1.58
2010	4	15	22	1.685
2010	4	15	23	2.67
2010	4	16	0	4.445
2010	4	16	1	3.78
2010	4	16	2	2.42
2010	4	16	3	1.515
2010	4	16	4	0.905
2010	4	16	5	0.49
2010	4	16	6	-0.035
2010	4	16	7	0.095
2010	4	16	8	0.635
2010	4	16	9	2.04
2010	4	16	10	3.95
2010	4	16	11	5.515
2010	4	16	12	6.495
2010	4	16	13	8.225
2010	4	16	14	8.805
2010	4	16	15	9.955
2010	4	16	16	9.935
2010	4	16	17	9.63
2010	4	16	18	9.575
2010	4	16	19	9.525
2010	4	16	20	6.725
2010	4	16	21	6.65
2010	4	16	22	6.45
2010	4	16	23	6.445
2010	4	17	0	5.37
2010	4	17	1	3.72
2010	4	17	2	3.025
2010	4	17	3	2.545
2010	4	17	4	2.55
2010	4	17	5	2.315
2010	4	17	6	1.015
2010	4	17	7	0.07
2010	4	17	8	4.78
2010	4	17	9	6.935
2010	4	17	10	6.62
2010	4	17	11	6.045
2010	4	17	12	7.145
2010	4	17	13	6.965
2010	4	17	14	7.015
2010	4	17	15	7.335
2010	4	17	16	7.92
2010	4	17	17	7.805
2010	4	17	18	7.225
2010	4	17	19	6.475
2010	4	17	20	4.62
2010	4	17	21	1.495
2010	4	17	22	1.54
2010	4	17	23	1.855
2010	4	18	0	1.92
2010	4	18	1	1.17
2010	4	18	2	2.825
2010	4	18	3	2.56
2010	4	18	4	2.03
2010	4	18	5	0.94
2010	4	18	6	0.955
2010	4	18	7	1.915
2010	4	18	8	7.055
2010	4	18	9	9.77
2010	4	18	10	9.73
2010	4	18	11	8.89
2010	4	18	12	11.13
2010	4	18	13	10.895
2010	4	18	14	11.62
2010	4	18	15	11.33
2010	4	18	16	10.23
2010	4	18	17	10.31
2010	4	18	18	10.045
2010	4	18	19	9.36
2010	4	18	20	6.745
2010	4	18	21	3.6
2010	4	18	22	2.78
2010	4	18	23	2.95
2010	4	19	0	2.86
2010	4	19	1	2.965
2010	4	19	2	2.285
2010	4	19	3	2.42
2010	4	19	4	2.015
2010	4	19	5	2.185
2010	4	19	6	2.64
2010	4	19	7	2.695
2010	4	19	8	9.2
2010	4	19	9	12.25
2010	4	19	10	10.92
2010	4	19	11	12.59
2010	4	19	12	12.135
2010	4	19	13	12.33
2010	4	19	14	12.91
2010	4	19	15	12.31
2010	4	19	16	12.595
2010	4	19	17	12.055
2010	4	19	18	11.31
2010	4	19	19	10.8
2010	4	19	20	7.27
2010	4	19	21	4.58
2010	4	19	22	3.925
2010	4	19	23	3.905
2010	4	20	0	4.145
2010	4	20	1	4.34
2010	4	20	2	5.82
2010	4	20	3	5.55
2010	4	20	4	4.895
2010	4	20	5	4.92
2010	4	20	6	3.19
2010	4	20	7	3.845
2010	4	20	8	8.27
2010	4	20	9	9.31
2010	4	20	10	9.73
2010	4	20	11	10.725
2010	4	20	12	11.135
2010	4	20	13	11.94
2010	4	20	14	13.035
2010	4	20	15	13.08
2010	4	20	16	13.45
2010	4	20	17	13.85
2010	4	20	18	13.39
2010	4	20	19	12.36
2010	4	20	20	9.115
2010	4	20	21	8.165
2010	4	20	22	8.54
2010	4	20	23	8.105
2010	4	21	0	7.635
2010	4	21	1	7.205
2010	4	21	2	6.875
2010	4	21	3	6.345
2010	4	21	4	5.6
2010	4	21	5	4.52
2010	4	21	6	4.66
2010	4	21	7	3.235
2010	4	21	8	4.825
2010	4	21	9	6.81
2010	4	21	10	8.26
2010	4	21	11	9.3
2010	4	21	12	9.39
2010	4	21	13	11.4
2010	4	21	14	8.375
2010	4	21	15	9.92
2010	4	21	16	7.39
2010	4	21	17	3.795
2010	4	21	18	1.09
2010	4	21	19	2.725
2010	4	21	20	2.105
2010	4	21	21	1.285
2010	4	21	22	1.44
2010	4	21	23	1.42
2010	4	22	0	1.215
2010	4	22	1	0.82
2010	4	22	2	0.63
2010	4	22	3	0.395
2010	4	22	4	0.225
2010	4	22	5	-0.2
2010	4	22	6	-0.575
2010	4	22	7	-0.375
2010	4	22	8	-0.46
2010	4	22	9	-0.51
2010	4	22	10	-0.46
2010	4	22	11	-1.475
2010	4	22	12	-2.855
2010	4	22	13	-2.54
2010	4	22	14	-2.225
2010	4	22	15	-2.335
2010	4	22	16	-2.445
2010	4	22	17	-1.675
2010	4	22	18	-1.895
2010	4	22	19	-2.42
2010	4	22	20	-3.115
2010	4	22	21	-3.67
2010	4	22	22	-3.605
2010	4	22	23	-4.03
2010	4	23	0	-4.02
2010	4	23	1	-3.925
2010	4	23	2	-3.89
2010	4	23	3	-4.445
2010	4	23	4	-4.93
2010	4	23	5	-4.795
2010	4	23	6	-4.195
2010	4	23	7	-3.76
2010	4	23	8	-3.27
2010	4	23	9	-2.7
2010	4	23	10	-2.335
2010	4	23	11	-2.22
2010	4	23	12	-0.685
2010	4	23	13	-0.42
2010	4	23	14	0.5
2010	4	23	15	2.305
2010	4	23	16	3.71
2010	4	23	17	4.035
2010	4	23	18	3.12
2010	4	23	19	2.265
2010	4	23	20	1.09
2010	4	23	21	0.01
2010	4	23	22	-0.475
2010	4	23	23	-0.07
2010	4	24	0	0.24
2010	4	24	1	-0.25
2010	4	24	2	-0.875
2010	4	24	3	-1.44
2010	4	24	4	-1.33
2010	4	24	5	-1.91
2010	4	24	6	-1.89
2010	4	24	7	-1.48
2010	4	24	8	-0.585
2010	4	24	9	1.08
2010	4	24	10	2.25
2010	4	24	11	2.5
2010	4	24	12	3.53
2010	4	24	13	3.845
2010	4	24	14	4.625
2010	4	24	15	3.895
2010	4	24	16	4.35
2010	4	24	17	4.175
2010	4	24	18	2.04
2010	4	24	19	1.645
2010	4	24	20	1.15
2010	4	24	21	1.08
2010	4	24	22	0.975
2010	4	24	23	0.965
2010	4	25	0	0.96
2010	4	25	1	0.745
2010	4	25	2	0.135
2010	4	25	3	-0.655
2010	4	25	4	-1.09
2010	4	25	5	-1.29
2010	4	25	6	-1.935
2010	4	25	7	-2.61
2010	4	25	8	-2.66
2010	4	25	9	-2.37
2010	4	25	10	-1.7
2010	4	25	11	-0.705
2010	4	25	12	-0.105
2010	4	25	13	0.115
2010	4	25	14	0.33
2010	4	25	15	0.575
2010	4	25	16	0.985
2010	4	25	17	0.97
2010	4	25	18	0.615
2010	4	25	19	-0.055
2010	4	25	20	-1.315
2010	4	25	21	-2.325
2010	4	25	22	-2.725
2010	4	25	23	-3.5
2010	4	26	0	-4.5
2010	4	26	1	-4.865
2010	4	26	2	-4.085
2010	4	26	3	-4.035
2010	4	26	4	-4.14
2010	4	26	5	-3.82
2010	4	26	6	-4.005
2010	4	26	7	-3.72
2010	4	26	8	-2.55
2010	4	26	9	-1.355
2010	4	26	10	0.32
2010	4	26	11	1.52
2010	4	26	12	3.585
2010	4	26	13	4.39
2010	4	26	14	4.66
2010	4	26	15	5.265
2010	4	26	16	5.36
2010	4	26	17	4.56
2010	4	26	18	4.55
2010	4	26	19	4.13
2010	4	26	20	1.97
2010	4	26	21	-0.32
2010	4	26	22	-1.25
2010	4	26	23	-1.16
2010	4	27	0	0.725
2010	4	27	1	-0.405
2010	4	27	2	0.39
2010	4	27	3	-0.24
2010	4	27	4	-1.375
2010	4	27	5	-1.33
2010	4	27	6	0.115
2010	4	27	7	1.12
2010	4	27	8	5.485
2010	4	27	9	7.275
2010	4	27	10	7.76
2010	4	27	11	8.285
2010	4	27	12	8.55
2010	4	27	13	9.64
2010	4	27	14	10.745
2010	4	27	15	9.905
2010	4	27	16	10.705
2010	4	27	17	9.845
2010	4	27	18	9.48
2010	4	27	19	9.005
2010	4	27	20	8.77
2010	4	27	21	8.28
2010	4	27	22	8.14
2010	4	27	23	8.025
2010	4	28	0	6.62
2010	4	28	1	4.54
2010	4	28	2	1.525
2010	4	28	3	0.025
2010	4	28	4	-0.54
2010	4	28	5	-2.535
2010	4	28	6	-4.145
2010	4	28	7	-6.54
2010	4	28	8	-7.35
2010	4	28	9	-7.16
2010	4	28	10	-6.64
2010	4	28	11	-6.35
2010	4	28	12	-6.015
2010	4	28	13	-6.635
2010	4	28	14	-5.935
2010	4	28	15	-5.62
2010	4	28	16	-4.875
2010	4	28	17	-5.805
2010	4	28	18	-6.185
2010	4	28	19	-6.3
2010	4	28	20	-7.25
2010	4	28	21	-7.695
2010	4	28	22	-8.64
2010	4	28	23	-8.95
2010	4	29	0	-9.065
2010	4	29	1	-9.375
2010	4	29	2	-9.4
2010	4	29	3	-9.565
2010	4	29	4	-9.3
2010	4	29	5	-9.22
2010	4	29	6	-9.185
2010	4	29	7	-9.16
2010	4	29	8	-8.88
2010	4	29	9	-8.35
2010	4	29	10	-8.135
2010	4	29	11	-7.975
2010	4	29	12	-7.45
2010	4	29	13	-7.67
2010	4	29	14	-7.345
2010	4	29	15	-7.25
2010	4	29	16	-7.365
2010	4	29	17	-7.14
2010	4	29	18	-7.01
2010	4	29	19	-7.045
2010	4	29	20	-7.075
2010	4	29	21	-7.18
2010	4	29	22	-7.225
2010	4	29	23	-7.285
2010	4	30	0	-7.41
2010	4	30	1	-7.37
2010	4	30	2	-7.235
2010	4	30	3	-7.26
2010	4	30	4	-7.325
2010	4	30	5	-7.365
2010	4	30	6	-7.265
2010	4	30	7	-7.25
2010	4	30	8	-6.905
2010	4	30	9	-6.71
2010	4	30	10	-6.265
2010	4	30	11	-5.265
2010	4	30	12	-4.91
2010	4	30	13	-4.525
2010	4	30	14	-3.815
2010	4	30	15	-4.01
2010	4	30	16	-4.09
2010	4	30	17	-4.255
2010	4	30	18	-4.08
2010	4	30	19	-3.965
2010	4	30	20	-4.18
2010	4	30	21	-4.45
2010	4	30	22	-5.265
2010	4	30	23	-4.96
2010	5	1	0	-4.95
2010	5	1	1	-5.02
2010	5	1	2	-5.135
2010	5	1	3	-5.265
2010	5	1	4	-5.38
2010	5	1	5	-5.535
2010	5	1	6	-6.34
2010	5	1	7	-6.055
2010	5	1	8	-5.69
2010	5	1	9	-4.115
2010	5	1	10	-3.41
2010	5	1	11	-2.825
2010	5	1	12	-3.47
2010	5	1	13	-4.015
2010	5	1	14	-3.38
2010	5	1	15	-3.79
2010	5	1	16	-3.595
2010	5	1	17	-4.21
2010	5	1	18	-4.545
2010	5	1	19	-5.245
2010	5	1	20	-5.45
2010	5	1	21	-5.895
2010	5	1	22	-5.84
2010	5	1	23	-5.905
2010	5	2	0	-5.835
2010	5	2	1	-5.845
2010	5	2	2	-6.04
2010	5	2	3	-6.175
2010	5	2	4	-6.26
2010	5	2	5	-6.705
2010	5	2	6	-7.015
2010	5	2	7	-7.235
2010	5	2	8	-6.715
2010	5	2	9	-4.565
2010	5	2	10	-2.8
2010	5	2	11	-4.27
2010	5	2	12	-3.025
2010	5	2	13	-2.25
2010	5	2	14	-1.28
2010	5	2	15	-1.015
2010	5	2	16	-0.85
2010	5	2	17	-1.31
2010	5	2	18	-1.675
2010	5	2	19	-1.68
2010	5	2	20	-2.755
2010	5	2	21	-3.135
2010	5	2	22	-3.34
2010	5	2	23	-3.41
2010	5	3	0	-3.895
2010	5	3	1	-4.52
2010	5	3	2	-4.27
2010	5	3	3	-3.625
2010	5	3	4	-3.3
2010	5	3	5	-3.055
2010	5	3	6	-2.575
2010	5	3	7	-2.09
2010	5	3	8	-1.71
2010	5	3	9	-0.64
2010	5	3	10	-0.015
2010	5	3	11	2.835
2010	5	3	12	3.355
2010	5	3	13	3.165
2010	5	3	14	4.135
2010	5	3	15	4.315
2010	5	3	16	5.075
2010	5	3	17	4.73
2010	5	3	18	4.775
2010	5	3	19	4.62
2010	5	3	20	4.45
2010	5	3	21	4.985
2010	5	3	22	5.695
2010	5	3	23	4.9
2010	5	4	0	2.24
2010	5	4	1	-0.075
2010	5	4	2	-1.845
2010	5	4	3	-3.075
2010	5	4	4	-4.095
2010	5	4	5	-5.36
2010	5	4	6	-7.095
2010	5	4	7	-8.75
2010	5	4	8	-8.24
2010	5	4	9	-8.44
2010	5	4	10	-7.965
2010	5	4	11	-6.77
2010	5	4	12	-5.46
2010	5	4	13	-5.165
2010	5	4	14	-4.38
2010	5	4	15	-3.71
2010	5	4	16	-2.765
2010	5	4	17	-2.575
2010	5	4	18	-2.215
2010	5	4	19	-2.635
2010	5	4	20	-3.755
2010	5	4	21	-5.05
2010	5	4	22	-5.72
2010	5	4	23	-6
2010	5	5	0	-7.43
2010	5	5	1	-8.23
2010	5	5	2	-8.335
2010	5	5	3	-8.885
2010	5	5	4	-7.465
2010	5	5	5	-6.88
2010	5	5	6	-6.92
2010	5	5	7	-6.475
2010	5	5	8	-4.48
2010	5	5	9	-2.73
2010	5	5	10	0.29
2010	5	5	11	3.6
2010	5	5	12	3.755
2010	5	5	13	3.56
2010	5	5	14	2.56
2010	5	5	15	1.17
2010	5	5	16	-0.955
2010	5	5	17	-2.29
2010	5	5	18	-2.92
2010	5	5	19	-2.48
2010	5	5	20	-2.9
2010	5	5	21	-3.195
2010	5	5	22	-4.01
2010	5	5	23	-5.43
2010	5	6	0	-6.16
2010	5	6	1	-7.85
2010	5	6	2	-8.47
2010	5	6	3	-9.04
2010	5	6	4	-10.375
2010	5	6	5	-10.65
2010	5	6	6	-10.705
2010	5	6	7	-10.565
2010	5	6	8	-9.4
2010	5	6	9	-8.685
2010	5	6	10	-7.77
2010	5	6	11	-6.13
2010	5	6	12	-6.49
2010	5	6	13	-6.475
2010	5	6	14	-6.105
2010	5	6	15	-5.175
2010	5	6	16	-5.4
2010	5	6	17	-6.95
2010	5	6	18	-6.915
2010	5	6	19	-7.22
2010	5	6	20	-8.355
2010	5	6	21	-8.925
2010	5	6	22	-9.435
2010	5	6	23	-10.415
2010	5	7	0	-10.82
2010	5	7	1	-11.46
2010	5	7	2	-11.505
2010	5	7	3	-11.57
2010	5	7	4	-11.74
2010	5	7	5	-11.73
2010	5	7	6	-12
2010	5	7	7	-10.43
2010	5	7	8	-5.135
2010	5	7	9	-5.435
2010	5	7	10	-4.28
2010	5	7	11	-3.615
2010	5	7	12	-2.145
2010	5	7	13	0.955
2010	5	7	14	1.18
2010	5	7	15	1.08
2010	5	7	16	1.765
2010	5	7	17	1.835
2010	5	7	18	1.525
2010	5	7	19	1.41
2010	5	7	20	-0.965
2010	5	7	21	-3.655
2010	5	7	22	-3.78
2010	5	7	23	-3.7
2010	5	8	0	-3.59
2010	5	8	1	-3.135
2010	5	8	2	-3.205
2010	5	8	3	-3.15
2010	5	8	4	-3.25
2010	5	8	5	-3.8
2010	5	8	6	-3.79
2010	5	8	7	-3.865
2010	5	8	8	-1.45
2010	5	8	9	0.315
2010	5	8	10	1.78
2010	5	8	11	3.1
2010	5	8	12	4.57
2010	5	8	13	4.375
2010	5	8	14	5.425
2010	5	8	15	6.34
2010	5	8	16	6.935
2010	5	8	17	5.785
2010	5	8	18	6.085
2010	5	8	19	5.005
2010	5	8	20	3.14
2010	5	8	21	0.49
2010	5	8	22	-1.165
2010	5	8	23	-1.14
2010	5	9	0	-1.03
2010	5	9	1	-1.27
2010	5	9	2	-1.385
2010	5	9	3	-0.98
2010	5	9	4	-0.625
2010	5	9	5	0.2
2010	5	9	6	-0.36
2010	5	9	7	0.045
2010	5	9	8	3.12
2010	5	9	9	3.91
2010	5	9	10	4.39
2010	5	9	11	5.625
2010	5	9	12	6.375
2010	5	9	13	7.075
2010	5	9	14	7.05
2010	5	9	15	7.035
2010	5	9	16	6.76
2010	5	9	17	6.82
2010	5	9	18	6.31
2010	5	9	19	5.01
2010	5	9	20	3.7
2010	5	9	21	2.335
2010	5	9	22	1.72
2010	5	9	23	1.285
2010	5	10	0	1.7
2010	5	10	1	0.955
2010	5	10	2	-0.13
2010	5	10	3	-0.915
2010	5	10	4	-1.405
2010	5	10	5	-2.18
2010	5	10	6	-2.27
2010	5	10	7	-2.28
2010	5	10	8	-1.955
2010	5	10	9	-0.64
2010	5	10	10	1.32
2010	5	10	11	1.96
2010	5	10	12	2.84
2010	5	10	13	3.315
2010	5	10	14	3.8
2010	5	10	15	4.145
2010	5	10	16	4.84
2010	5	10	17	5.015
2010	5	10	18	3.705
2010	5	10	19	1.86
2010	5	10	20	-0.525
2010	5	10	21	-1.095
2010	5	10	22	-1.385
2010	5	10	23	-1.59
2010	5	11	0	-1.54
2010	5	11	1	-1.7
2010	5	11	2	-2.1
2010	5	11	3	-1.795
2010	5	11	4	-1.435
2010	5	11	5	-1.77
2010	5	11	6	-1.665
2010	5	11	7	-1.805
2010	5	11	8	-2.03
2010	5	11	9	-2.155
2010	5	11	10	-1.755
2010	5	11	11	-1.48
2010	5	11	12	-1.51
2010	5	11	13	-1.335
2010	5	11	14	-0.975
2010	5	11	15	-1.245
2010	5	11	16	-1.06
2010	5	11	17	-1.14
2010	5	11	18	-1.145
2010	5	11	19	-1.1
2010	5	11	20	-1.63
2010	5	11	21	-1.93
2010	5	11	22	-2.085
2010	5	11	23	-2.27
2010	5	12	0	-2.48
2010	5	12	1	-3.055
2010	5	12	2	-3.16
2010	5	12	3	-3.1
2010	5	12	4	-3.12
2010	5	12	5	-3.385
2010	5	12	6	-3.205
2010	5	12	7	-3.255
2010	5	12	8	-2.6
2010	5	12	9	-1.71
2010	5	12	10	-0.785
2010	5	12	11	-0.75
2010	5	12	12	-0.43
2010	5	12	13	-0.025
2010	5	12	14	0.195
2010	5	12	15	-0.2
